CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1,AdmFName2,AdmLName2,AdmEmail2,AdmFName3,AdmLName3,AdmEmail3,LastUpdate
49104964930079,0691040,09253,Active,Sonoma,Sonoma County Office of Education,Sonoma County Court,5340 Skylane Boulevard,5340 Skylane Blvd.,Santa Rosa,95403-8246,CA,5340 Skylane Boulevard,5340 Skylane Blvd.,Santa Rosa,95403-8246,CA,(707) 524-2876,,www.scoe.org,1980-07-01,,0,,,00,County Office of Education (COE),14,Juvenile Court Schools,JUV,Juvenile Court School,HS,High School,K-12,9-12,N,0,38.511957,-122.79985,Georgia,Ioakimedes,gioakimedes@scoe.org,,,,,,,2015-06-18
49104964930343,0691040,10682,Active,Sonoma,Sonoma County Office of Education,Sonoma County Alternative Education Programs,5340 Skylane Boulevard,5340 Skylane Blvd.,Santa Rosa,95403-8246,CA,5340 Skylane Boulevard,5340 Skylane Blvd.,Santa Rosa,95403-8246,CA,(707) 524-2876,,www.scoe.org,1986-07-01,,0,,,00,County Office of Education (COE),10,County Community,COMM,County Community School,ELEMHIGH,Elementary-High Combination,K-12,2-12,N,0,38.511957,-122.79985,Georgia,Ioakimedes,gioakimedes@scoe.org,,,,,,,2015-06-18
49104966069413,0691040,07225,Active,Sonoma,Sonoma County Office of Education,Sonoma County Special Education,5340 Skylane Boulevard,5340 Skylane Blvd.,Santa Rosa,95403-8246,CA,5340 Skylane Boulevard,5340 Skylane Blvd.,Santa Rosa,95403-8246,CA,(707) 524-2710,,www.scoe.org,1980-07-01,,0,,,00,County Office of Education (COE),09,Special Education Schools (Public),SPEC,Special Education School,ELEMHIGH,Elementary-High Combination,P-12,K-12,N,0,38.511957,-122.79985,John,Laughlin,jlaughlin@scoe.org,,,,,,,2015-06-18
49705996051577,0601890,00064,Active,Sonoma,Alexander Valley Union Elementary,Alexander Valley Elementary,8511 Highway 128,8511 Highway 128,Healdsburg,95448-9020,CA,8511 Highway 128,8511 Highway 128,Healdsburg,95448-9020,CA,(707) 433-1375,102,www.alexandervalleyusd.org,1980-07-01,,0,,,52,Elementary School District,61,Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,38.655489,-122.79218,Matt,Reno,mreno@alexandervalleyusd.org,,,,,,,2016-08-24
49706070121038,0602670,12473,Active,Sonoma,West Sonoma County Union High,West Sonoma County Consortium,462 Johnson Street,462 Johnson St.,Sebastopol,95472-3431,CA,462 Johnson Street,462 Johnson St.,Sebastopol,95472-3431,CA,(707) 824-7911,,http://wscuhsd.k12.ca.us,2010-01-04,,0,,,56,High School District,09,Special Education Schools (Public),SPECON,District Special Education Consortia School,ELEMHIGH,Elementary-High Combination,P-Adult,K-12,N,0,38.406075,-122.8226,Kathryn,Davy,kdavy.con@wschuhsd.k12.ca.us,,,,,,,2015-06-18
49706150113506,0604380,11843,Active,Sonoma,Bellevue Union Elementary,Taylor Mountain Elementary,1210 East Bellevue Avenue,1210 East Bellevue Ave.,Santa Rosa,95407-2764,CA,1210 East Bellevue Avenue,1210 East Bellevue Ave.,Santa Rosa,95407-2764,CA,(707) 542-3671,,http://taylormountain.busd.org/,2007-08-20,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,38.401648,-122.7099,Tawny,Fernandez,tfernandez@busd.org,,,,,,,2015-06-18
49706150127662,0604380,13478,Active,Sonoma,Bellevue Union Elementary,Stony Point Academy,3223 Primrose Avenue,3223 Primrose Ave.,Santa Rosa,95407-7723,CA,3223 Primrose Avenue,3223 Primrose Ave.,Santa Rosa,95407-7723,CA,(707) 568-7504,,www.spacharter.org/,2013-08-15,,1,1511,Directly funded,52,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,2-10,N,0,38.397115,-122.73588,Lisa,Katimbang,lkatimbang@spacharter.org,,,,,,,2015-06-18
49706156051585,0604380,00393,Active,Sonoma,Bellevue Union Elementary,Bellevue Elementary,3223 Primrose Avenue,3223 Primrose Ave.,Santa Rosa,95407-7723,CA,3223 Primrose Avenue,3223 Primrose Ave.,Santa Rosa,95407-7723,CA,(707) 542-5195,,http://bellevue.busd.org/,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,38.397097,-122.73472,Maureen,Grafeld,mgrafeld@busd.org,,,,,,,2016-01-25
49706156051593,0604380,00394,Active,Sonoma,Bellevue Union Elementary,Kawana Elementary,2121 Moraga Drive,2121 Moraga Dr.,Santa Rosa,95404-6114,CA,2121 Moraga Drive,2121 Moraga Dr.,Santa Rosa,95404-6114,CA,(707) 545-4283,,http://kawana.busd.org/,1980-07-01,,0,1368,Locally funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,38.42103,-122.70005,Carolina,Castro,ccastro@busd.org,,,,,,,2016-01-27
49706156115695,0604380,07865,Active,Sonoma,Bellevue Union Elementary,Meadow View Elementary,2665 Dutton Meadow Avenue,2665 Dutton Meadow Ave.,Santa Rosa,95407-7730,CA,2665 Dutton Meadow Avenue,2665 Dutton Meadow Ave.,Santa Rosa,95407-7730,CA,(707) 541-3715,,http://meadowview.busd.org/,1998-10-26,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,38.412094,-122.73025,Daniel,Hoffman,dhoffman@busd.org,,,,,,,2015-06-18
49706236051619,0604650,00430,Active,Sonoma,Bennett Valley Union Elementary,Yulupa Elementary,2250 Mesquite Drive,2250 Mesquite Dr.,Santa Rosa,95405-8310,CA,2250 Mesquite Drive,2250 Mesquite Dr.,Santa Rosa,95405-8310,CA,(707) 542-6272,,www.bvusd.org,1978-07-01,,0,0007,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-3,K-3,N,0,38.428442,-122.67306,John,Eberly,john.eberly@bvusd.org,,,,,,,2015-06-18
49706236098248,0604650,00429,Active,Sonoma,Bennett Valley Union Elementary,Strawberry Elementary,2311 Horseshoe Drive,2311 Horseshoe Dr.,Santa Rosa,95405-8199,CA,2311 Horseshoe Drive,2311 Horseshoe Dr.,Santa Rosa,95405-8199,CA,(707) 526-4433,,www.bvusd.org,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,4-6,4-6,N,0,38.434899,-122.66163,Scott,Humble,scott.humble@bvusd.org,,,,,,,2015-06-18
49706490125724,0608700,13043,Active,Sonoma,Cinnabar Elementary,Cinnabar Elementary,286 Skillman Lane,286 Skillman Ln.,Petaluma,94952-1226,CA,286 Skillman Lane,286 Skillman Ln.,Petaluma,94952-1226,CA,(707) 765-4345,,www.cinnabar.k12.ca.us,2012-03-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K,K,N,0,38.258198,-122.6656,Tracie,Kern,tkern@cinnabar.k12.ca.us,,,,,,,2015-06-18
49706560128983,0608970,11806,Active,Sonoma,Cloverdale Unified,Eagle Creek,322 North Washington Street,322 North Washington St.,Cloverdale,95425-3235,CA,322 North Washington Street,322 North Washington St.,Cloverdale,95425-3235,CA,(707) 894-1900,,www.cusd.org,2013-08-21,,0,,,54,Unified School District,69,District Community Day Schools,COMMDAY,Community Day School,HS,High School,9-10,9-10,P,0,38.807648,-123.02122,Kirsten,Sanft,sanftk@cusd.org,,,,,,,2015-09-01
49706564930848,0608970,00901,Active,Sonoma,Cloverdale Unified,Johanna Echols-Hansen High (Continuation),322 North Washington Street,322 North Washington St.,Cloverdale,95425-3235,CA,322 North Washington Street,322 North Washington St.,Cloverdale,95425-3235,CA,(707) 894-1925,,www.cusd.org/district/services/alternatives.html,1980-07-01,,0,,,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,11-12,P,0,38.807152,-123.02102,Kirsten,Sanft,sanftk@cusd.org,,,,,,,2015-09-01
49706564930855,0608970,00899,Active,Sonoma,Cloverdale Unified,Cloverdale High,509 North Cloverdale Boulevard,509 North Cloverdale Blvd.,Cloverdale,95425-3324,CA,509 North Cloverdale Boulevard,509 North Cloverdale Blvd.,Cloverdale,95425-3324,CA,(707) 894-1900,,www.cusd.org/high-school/index.html,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0,38.810837,-123.02119,Kirsten,Sanft,sanftk@cusd.org,,,,,,,2015-09-01
49706566051643,0608970,00900,Active,Sonoma,Cloverdale Unified,Jefferson Elementary,315 North Street,315 North St.,Cloverdale,95425-3251,CA,315 North Street,315 North St.,Cloverdale,95425-3251,CA,(707) 894-1930,,www.cusd.org/jefferson/index.html,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-4,K-4,P,0,38.811633,-123.02442,Carole,Read,readc@cusd.org,,,,,,,2015-06-18
49706566051650,0608970,00902,Active,Sonoma,Cloverdale Unified,Washington,129 South Washington Street,129 South Washington St.,Cloverdale,95425-3620,CA,129 South Washington Street,129 South Washington St.,Cloverdale,95425-3620,CA,(707) 894-1940,,www.cusd.org/washington/index.html,1980-07-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,5-8,5-8,P,0,38.803673,-123.01885,John,Ortiz,ortizj@cusd.org,Mark,Lucchetti,lucchettim@cusd.org,,,,2016-09-28
49706720122440,0611610,12748,Active,Sonoma,Dunham Elementary,Dunham Charter,4111 Roblar Road,4111 Roblar Rd.,Petaluma,94952-9202,CA,4111 Roblar Road,4111 Roblar Rd.,Petaluma,94952-9202,CA,(707) 795-5050,,www.dunhamsd.org,2010-08-18,,1,1194,Locally funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,38.321292,-122.75843,Wayne,Yamagishi,wyamagishi@dunhamsd.k12.ca.us,,,,,,,2016-08-30
49706726051700,0611610,01291,Active,Sonoma,Dunham Elementary,Dunham Elementary,4111 Roblar Road,4111 Roblar Rd.,Petaluma,94952-9202,CA,4111 Roblar Road,4111 Roblar Rd.,Petaluma,94952-9202,CA,(707) 795-5050,,www.dunhamsd.org,1980-07-01,,0,,,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,6,N,0,38.321292,-122.75843,Wayne,Yamagishi,wyamagishi@dunhamsd.k12.ca.us,,,,,,,2016-08-25
49706800112987,0614010,12023,Active,Sonoma,Forestville Union Elementary,Forestville Academy,6321 Highway 116,6321 Highway 116,Forestville,95436-9606,CA,6321 Highway 116,6321 Highway 116,Forestville,95436-9606,CA,(707) 887-2279,,www.forestvilleusd.org,2006-08-28,,1,0842,Locally funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,2-8,2-8,N,0,38.472109,-122.88747,Talin,Tamzarian,ttamzarian@forestvilleusd.org,Jennifer,Hegenbart,jhegenbart@forestvilleusd.org,,,,2016-09-30
49706806051718,0614010,01606,Active,Sonoma,Forestville Union Elementary,Forestville Elementary,6321 Highway 116,6321 Highway 116,Forestville,95436-9699,CA,6321 Highway 116,6321 Highway 116,Forestville,95436-9699,CA,(707) 887-2279,,www.forestvilleusd.org,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-1,K-2,N,0,38.472109,-122.88747,Talin,Tamzarian,ttamzarian@forestvilleusd.org,,,,,,,2015-06-18
49706986051726,0614130,01616,Active,Sonoma,Fort Ross Elementary,Fort Ross Elementary,30600 Seaview Road,30600 Seaview Rd.,Cazadero,95421-9636,CA,30600 Seaview Road,30600 Seaview Rd.,Cazadero,95421-9636,CA,(707) 847-3390,,www.fortrossschool.org,1980-07-01,,0,,,52,Elementary School District,61,Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,K-8,1-8,N,0,38.55617,-123.26665,John,Markatos,fresd@mcn.org,,,,,,,2015-06-18
49707060129981,0615150,13780,Active,Sonoma,Geyserville Unified,Geyserville New Tech Academy,1300 Moody Lane,1300 Moody Ln.,Geyserville,95441-9670,CA,1300 Moody Lane,1300 Moody Ln.,Geyserville,95441-9670,CA,(707) 857-3592,,www.gusd.com,2014-07-01,,0,,,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,N,0,38.72015,-122.88534,Deborah,Bertolucci,dbert@gusd.com,,,,,,,2015-10-16
49707066051734,0615150,01907,Active,Sonoma,Geyserville Unified,Geyserville Elementary,21485 Geyserville Avenue,21485 Geyserville Ave.,Geyserville,95441-0108,CA,21485 Geyserville Avenue,21485 Geyserville Ave.,Geyserville,95441-0108,CA,(707) 857-3410,,www.gusd.com,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,38.705895,-122.90296,Rebekah,Rocha,rrocha@gusd.com,,,,,,,2015-10-16
49707140126888,0615840,13100,Active,Sonoma,Gravenstein Union Elementary,Gravenstein First,3840 Twig Avenue,3840 Twig Ave.,Sebastopol,95472-5750,CA,3840 Twig Avenue,3840 Twig Ave.,Sebastopol,95472-5750,CA,(707) 823-7008,,www.grav.k12.ca.us,2012-08-22,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,1,1,N,0,38.360868,-122.78564,Jennifer,Schwinn,jschwinn@grav.k12.ca.us,,,,,,,2016-08-30
49707146051742,0615840,02000,Active,Sonoma,Gravenstein Union Elementary,Gravenstein Elementary,3840 Twig Avenue,3840 Twig Ave.,Sebastopol,95472-5750,CA,3840 Twig Avenue,3840 Twig Ave.,Sebastopol,95472-5750,CA,(707) 823-5361,,www.grav.k12.ca.us,1980-07-01,,1,1445,Locally funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,1,38.364036,-122.78484,Jennifer,Schwinn,jschwinn@grav.k12.ca.us,,,,,,,2016-08-30
49707306051775,0616620,02091,Active,Sonoma,Harmony Union Elementary,Harmony Elementary,1935 Bohemian Highway,1935 Bohemian Hwy.,Occidental,95465-0279,CA,1935 Bohemian Highway,1935 Bohemian Hwy.,Occidental,95465-0279,CA,(707) 874-1205,10,www.harmonyusd.org,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-1,K-1,N,0,38.388586,-122.93219,Rene,McBride,rmcbride@harmonyusd.org,,,,,,,2015-09-08
49707306110639,0616620,01736,Active,Sonoma,Harmony Union Elementary,Salmon Creek School - A Charter,1935 Bohemian Highway,1935 Bohemian Hwy.,Occidental,95465-9104,CA,1935 Bohemian Highway,1935 Bohemian Hwy.,Occidental,95465-9104,CA,(707) 874-1205,11,www.harmonyusd.org,1992-01-07,,1,0941,Locally funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,2-8,2-8,P,0,38.388586,-122.93219,Rene,McBride,rmcbride@harmonyusd.org,,,,,,,2016-04-21
49707306120588,0616620,10685,Active,Sonoma,Harmony Union Elementary,Pathways Charter,"150 Professional Center Drive, Suite C","150 Professional Center Dr., Ste. C",Rohnert Park,94928-2148,CA,"150 Professional Center Drive, Suite C","150 Professional Center Dr., Ste. C",Rohnert Park,94928-2148,CA,(707) 585-6510,,www.pathwayscharter.org,2002-07-01,,1,0492,Directly funded,52,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,0,38.354348,-122.70888,Robert,Tavonatti,robert.tavonatti@pathwayscharter.org,,,,,,,2015-06-18
49707636051809,0617580,02192,Active,Sonoma,Horicon Elementary,Horicon Elementary,35555 Annapolis Road,35555 Annapolis Rd.,Annapolis,95412-9713,CA,35555 Annapolis Road,35555 Annapolis Rd.,Annapolis,95412-9713,CA,(707) 886-5322,,http://horiconesd.org/,1980-07-01,,0,,,52,Elementary School District,61,Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,P,0,38.709318,-123.33699,Troy,Sherman,tsherman@horiconsd.org,Patti,Pomplin,ppomplin@horiconsd.org,,,,2015-06-18
49707970107284,0621540,11478,Active,Sonoma,Liberty Elementary,California Virtual Academy @ Sonoma,"2360 Shasta Way, Unit A","2360 Shasta Way, Unit A",Simi Valley,93065-1800,CA,"2360 Shasta Way, Unit A","2360 Shasta Way, Unit A",Simi Valley,93065-1800,CA,(805) 581-0202,,www.caliva.org,2004-09-07,,1,0653,Directly funded,52,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,F,0,34.276457,-118.78862,Katrina,Abston,kabston@k12.com,,,,,,,2016-04-21
49707970123422,0621540,12693,Active,Sonoma,Liberty Elementary,Liberty Primary,170 Liberty School Road,170 Liberty School Rd.,Petaluma,94952,CA,170 Liberty School Road,170 Liberty School Rd.,Petaluma,94952,CA,(707) 795-4380,,http://libertysd.org/,2010-08-25,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-1,K-1,N,0,38.281953,-122.70749,Chris,Rafanelli,crafanelli@libertysd.org,,,,,,,2015-06-18
49708050105890,0624000,11479,Active,Sonoma,Mark West Union Elementary,Mark West Charter,4600 Lavell Road,4600 Lavell Rd.,Santa Rosa,95403-1205,CA,4600 Lavell Road,4600 Lavell Rd.,Santa Rosa,95403-1205,CA,(707) 524-2741,,www.mwcharter.org,2004-08-30,,1,0616,Locally funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,38.502224,-122.75907,Michelle,Franci,mfranci@mwusd.org,,,,,,,2016-08-19
49708056051858,0624000,03611,Active,Sonoma,Mark West Union Elementary,San Miguel Elementary,5350 Faught Road,5350 Faught Rd.,Santa Rosa,95403-1205,CA,5350 Faught Road,5350 Faught Rd.,Santa Rosa,95403-1205,CA,(707) 524-2960,,www.mwusd.org,1980-07-01,,1,1417,Locally funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,38.512376,-122.76032,Patrick,Eagle,peagle@mwusd.org,,,,,,,2016-08-19
49708056111066,0624000,01766,Active,Sonoma,Mark West Union Elementary,John B. Riebli Elementary,315 Mark West Springs Road,315 Mark West Springs Rd.,Santa Rosa,95404-1101,CA,315 Mark West Springs Road,315 Mark West Springs Rd.,Santa Rosa,95404-1101,CA,(707) 524-2980,,www.mwusd.org,1992-08-31,,1,1422,Locally funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,38.500826,-122.74163,Patty,Dineen,pdineen@mwusd.org,,,,,,,2015-06-18
49708136051866,0625410,03786,Active,Sonoma,Monte Rio Union Elementary,Monte Rio Elementary,20700 Foothill Drive,20700 Foothill Dr.,Monte Rio,95462-0340,CA,20700 Foothill Drive,20700 Foothill Dr.,Monte Rio,95462-0340,CA,(707) 865-2266,,www.monterioschool.org,1980-07-01,,0,,,52,Elementary School District,61,Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,38.47211,-123.0148,Nathan,Myers,nmyers@mrusd.k12.ca.us,,,,,,,2016-08-22
49708390120584,0627840,12484,Active,Sonoma,Oak Grove Union Elementary,Pivot Online Charter - North Bay,"2999 Cleveland Avenue, Suite D","2999 Cleveland Ave., Ste. D",Santa Rosa,95401-2761,CA,"2999 Cleveland Avenue, Suite D","2999 Cleveland Ave., Ste. D",Santa Rosa,95401-2761,CA,(707) 843-4676,,www.pivotnorthbay.com,2009-09-30,,1,1139,Directly funded,52,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,P,0,38.465963,-122.72884,Jayna,Gaskell,jgaskell@pivotcharterschools.org,Anna,Toso,atoso@pivotcharterschools.org,Rachel,Gonzalez,rgonzalez@pivotcharterschools.org,2016-07-25
49708396051882,0627840,04225,Active,Sonoma,Oak Grove Union Elementary,Oak Grove Elementary,8760 Bower Street,8760 Bower St.,Sebastopol,95472-2450,CA,8760 Bower Street,8760 Bower St.,Sebastopol,95472-2450,CA,(707) 823-5225,,www.ogusd.org,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K,K,N,0,38.43219,-122.86391,Paige,Gardner,pgardner@ogusd.org,,,,,,,2015-06-18
49708396051890,0627840,04226,Active,Sonoma,Oak Grove Union Elementary,Oak Grove Elementary/Willowside Middle,5285 Hall Road,5285 Hall Rd.,Santa Rosa,95401-5566,CA,5285 Hall Road,5285 Hall Rd.,Santa Rosa,95401-5566,CA,(707) 542-3322,,www.ogusd.org,1980-07-01,,1,0655,Locally funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,1-8,1-8,N,0,38.437955,-122.80278,Linsey,Gannon,lgannon@ogusd.org,Paige,Gardner,pgardner@ogusd.org,,,,2016-09-30
49708470119750,0628320,12549,Active,Sonoma,Old Adobe Union,River Montessori Elementary Charter,3880 Cypress Drive Suite B,3880 Cypress Dr. Ste. B,Petaluma,94954-5613,CA,3880 Cypress Drive Suite B,3880 Cypress Dr. Ste. B,Petaluma,94954-5613,CA,(707) 778-6414,,www.rivermontessoricharter.org,2009-09-15,,1,1086,Directly funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,38.226096,-122.5868,Kelly,Mannion,kmannion@rivermontessoricharter.org,,,,,,,2015-06-18
49708470127555,0628320,13259,Active,Sonoma,Old Adobe Union,Loma Vista Immersion Academy,207 Maria Drive,207 Maria Dr.,Petaluma,94954-2301,CA,207 Maria Drive,207 Maria Dr.,Petaluma,94954-2301,CA,(707) 765-4302,,www.oldadobe.org,2013-08-21,,1,1579,Locally funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,38.254278,-122.62579,Jorge,Arvizu,jarvizu@oldadobe.org,,,,,,,2015-07-13
49708476051916,0628320,04384,Active,Sonoma,Old Adobe Union,La Tercera Elementary,1600 Albin Way,1600 Albin Way,Petaluma,94954-4599,CA,1600 Albin Way,1600 Albin Way,Petaluma,94954-4599,CA,(707) 765-4303,,www.oldadobe.org,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,38.245756,-122.6105,Michele,Hodge,mhodge@oldadobe.org,,,,,,,2015-06-18
49708476051924,0628320,04386,Active,Sonoma,Old Adobe Union,Old Adobe Elementary Charter,2856 Adobe Road,2856 Adobe Rd.,Petaluma,94954-9536,CA,2856 Adobe Road,2856 Adobe Rd.,Petaluma,94954-9536,CA,(707) 765-4301,,www.oldadobees/sharpschool.net,1980-07-01,,1,1423,Locally funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,38.26197,-122.59788,Jeff,Williamson,jwilliamson@oldadobe.org,,,,,,,2015-06-18
